person_id,session,timestamp_ms,gaze_x,gaze_y,pupil,valid
1,1,0.17682400820962804,0.4806651591781977,0.5551010846564011,3.411952756563862,True
1,1,16.44382666867005,0.5103362914701219,0.5597851316495552,3.2710885020733214,True
1,1,32.90160562896888,0.49134299272480403,0.5517931437161203,3.25608359805912,True
1,1,49.89855526727895,0.5091888542419298,0.5754590521698885,,True
1,1,66.80437706120468,0.49448688179757777,0.5490836500017741,3.334028087838896,True
1,1,83.18999018381736,0.5242362676146117,0.5576219812952485,3.3347874927044914,True
1,1,99.96447985696206,0.5273428070714336,0.5602921308624683,3.3005053639919564,True
1,1,116.19469855450448,0.5076090369986742,0.5547117829212725,3.319637612375008,True
1,1,133.18578570106968,0.5121820645112963,0.5609742941356022,3.307518560414555,True
1,1,150.22360812177496,0.5381482863185725,0.5625935610115098,3.338489628797473,True
1,1,166.6290761613667,0.5420431438436725,0.5417943789021127,3.322156271563953,True
1,1,183.3521317265703,0.5188558732808067,0.5572334584918975,3.3117220759430746,True
1,1,199.5997983792074,0.5118210815246246,0.5583713120191739,3.2889669985239776,True
1,1,216.28470157170693,,,3.4028864867283932,False
1,1,233.04604428833758,0.5341999038364192,0.5540691822768998,3.263471609624683,True
1,1,249.92041703025316,0.5566976905476123,0.557765463360686,3.3450152704863063,True
1,1,266.6663275605108,0.5374225234619556,0.5467245742579898,3.2673315935123517,True
1,1,283.42974272179106,0.5309841342763361,0.5623475411598525,3.257460915830729,True
1,1,300.0460509016698,0.5535484312897487,0.5444528949809788,3.345929589486958,True
1,1,316.91328141797237,0.5335694403040439,0.5282632104810391,3.353490827920974,True
1,1,333.3422230926999,0.5592834918245528,0.5662394052431056,3.377858337511556,True
1,1,350.2240253692768,0.5448669426664099,0.5317772263477064,3.3414452003396145,True
1,1,365.9740556511434,0.5465917057643482,0.5481517331496073,3.379084745351522,True
1,1,382.93552972646125,0.543327771950195,0.5388920233767982,3.3487826493977666,True
1,1,400.147580460237,0.5560200814913718,0.5317534470455119,3.3849651222414416,True
1,1,417.1250094399085,0.5695817009604898,0.5397993335261416,3.370766110985741,True
1,1,433.4170953985649,0.5801907239280522,0.5479246706466293,3.432019585810765,True
1,1,449.762041650927,0.552124130751226,0.5405052144826382,3.32153763729661,True
