person_id,session,target_id,target_x,target_y,gaze_x,gaze_y
1,1,1,0.2,0.2,0.2048326382891338,0.18104622679501636
1,1,1,0.2,0.2,0.2117562806514927,0.2088940238892794
1,1,1,0.2,0.2,0.21354239123278848,0.1703174239179251
1,1,1,0.2,0.2,0.21691357588295201,0.22984225664911517
1,1,1,0.2,0.2,0.21355797921216374,0.2269219760898983
1,1,2,0.5,0.2,0.514305300463428,0.19709700626509255
1,1,2,0.5,0.2,0.5147918645079638,0.19019453028493588
1,1,2,0.5,0.2,0.5069814582256139,0.1995153903935866
1,1,2,0.5,0.2,0.5065637144140939,0.2056173017228556
1,1,2,0.5,0.2,0.4930936217405043,0.21264334836064064
1,1,3,0.8,0.2,0.8138349310682628,0.1746563462413259
1,1,3,0.8,0.2,0.7955400109527314,0.22156963329901141
1,1,3,0.8,0.2,0.8287771192052202,0.21458865823412324
1,1,3,0.8,0.2,0.7927564846573161,0.21599139080654267
1,1,3,0.8,0.2,0.8106112750636602,0.18591337286914078
1,1,4,0.2,0.5,0.18071199337502267,0.5156416780422519
1,1,4,0.2,0.5,0.19988278054585398,0.5046367297671903
1,1,4,0.2,0.5,0.21386429720949365,0.48512336838117676
1,1,4,0.2,0.5,0.2198233147763129,0.48705332043546185
1,1,4,0.2,0.5,0.21456720411858896,0.5198202297374632
1,1,5,0.5,0.5,0.5164575009573944,0.502106899803798
1,1,5,0.5,0.5,0.4900270385265752,0.52331493774533
1,1,5,0.5,0.5,0.4939459924672729,0.5287504718492628
1,1,5,0.5,0.5,0.5238958217518822,0.5117837595781186
1,1,5,0.5,0.5,0.48711484171190983,0.5212475730207576
1,1,6,0.8,0.5,0.792097837792322,0.5219923616288464
1,1,6,0.8,0.5,0.8127535550655843,0.5016062001035214
1,1,6,0.8,0.5,0.8171973358716927,0.48721837309424854
1,1,6,0.8,0.5,0.8025034140743251,0.511552037778177
1,1,6,0.8,0.5,0.8167793187805771,0.47170275928117333
1,1,7,0.2,0.8,0.20568223342781602,0.8353064855288505
1,1,7,0.2,0.8,0.18820956385058074,0.7810523891513483
1,1,7,0.2,0.8,0.18744538499791039,0.8121652287713192
1,1,7,0.2,0.8,0.20571897277539122,0.8293182234679043
1,1,7,0.2,0.8,0.18281611877620035,0.7998185621928335
1,1,8,0.5,0.8,0.5296131890773511,0.7898390279711646
1,1,8,0.5,0.8,0.5033882188281872,0.834045758869122
1,1,8,0.5,0.8,0.5080396745007515,0.791964628366785
1,1,8,0.5,0.8,0.49264448658167703,0.7870227951470249
1,1,8,0.5,0.8,0.5008509132966272,0.8207831503273798
1,1,9,0.8,0.8,0.7984125903199103,0.7925996311840016
1,1,9,0.8,0.8,0.7917900332887005,0.785226852673326
1,1,9,0.8,0.8,0.7954317025970201,0.8029400577485786
1,1,9,0.8,0.8,0.7851483853966721,0.8102705234414549
1,1,9,0.8,0.8,0.8180273530888349,0.7769092866686386
1,2,1,0.2,0.2,0.20870439110364997,0.20283142032750243
1,2,1,0.2,0.2,0.20259637445446102,0.20307151959200406
1,2,1,0.2,0.2,0.18592657795364212,0.18484218623217438
1,2,1,0.2,0.2,0.18920389040994473,0.19920333928824985
1,2,1,0.2,0.2,0.2097610868646302,0.21742144889818305
1,2,2,0.5,0.2,0.5266264756417615,0.20171400133684772
1,2,2,0.5,0.2,0.502468166183079,0.2074932272949332
1,2,2,0.5,0.2,0.518202258939839,0.2129735657105347
1,2,2,0.5,0.2,0.5057193985327262,0.21764116803669045
1,2,2,0.5,0.2,0.5090336725489393,0.20389962366426936
1,2,3,0.8,0.2,0.8052701115063434,0.21056464276280765
1,2,3,0.8,0.2,0.8024830523609338,0.2085497068613263
1,2,3,0.8,0.2,0.8146439986337873,0.20516097010771522
1,2,3,0.8,0.2,0.7883527327316856,0.19550911024910003
1,2,3,0.8,0.2,0.8047507525247725,0.21192373824567648
1,2,4,0.2,0.5,0.20161325874224434,0.5025736743670124
1,2,4,0.2,0.5,0.19572231127565762,0.4866872548900448
1,2,4,0.2,0.5,0.21133381783503916,0.518212261489283
1,2,4,0.2,0.5,0.1967758291204571,0.5172600151226274
1,2,4,0.2,0.5,0.22012718967427433,0.4945804887778652
1,2,5,0.5,0.5,0.5068535830211277,0.49113011661208517
1,2,5,0.5,0.5,0.5073499082765278,0.47588725303693885
1,2,5,0.5,0.5,0.5248101677562987,0.4958923285444253
1,2,5,0.5,0.5,0.4961387003669289,0.5044673203909413
1,2,5,0.5,0.5,0.5015946242356343,0.4942420278739153
1,2,6,0.8,0.5,0.7989355749325527,0.4991638005585784
1,2,6,0.8,0.5,0.7925168068466343,0.5249196998804864
1,2,6,0.8,0.5,0.7888492044735613,0.498430414343157
1,2,6,0.8,0.5,0.8094336679965413,0.49951871808229537
1,2,6,0.8,0.5,0.8260184863510268,0.5255703116822529
1,2,7,0.2,0.8,0.20044006098979614,0.8147141927205542
1,2,7,0.2,0.8,0.20182696278944828,0.8080516306177824
1,2,7,0.2,0.8,0.22183454216276755,0.8437265419983577
1,2,7,0.2,0.8,0.20044572169408265,0.7892180852666013
1,2,7,0.2,0.8,0.20985293710504774,0.8068071851815114
1,2,8,0.5,0.8,0.49612931115630066,0.7934761301106296
1,2,8,0.5,0.8,0.501208293134704,0.7867884126873214
1,2,8,0.5,0.8,0.5035870238536193,0.7868774114440693
1,2,8,0.5,0.8,0.5028549019289889,0.7975077434657794
1,2,8,0.5,0.8,0.5264161643369835,0.805257152340945
1,2,9,0.8,0.8,0.8003811309593473,0.8147841314361057
1,2,9,0.8,0.8,0.7940811117601337,0.7897564252902631
1,2,9,0.8,0.8,0.7998283528216984,0.8080157819202237
1,2,9,0.8,0.8,0.80178724473268,0.7861476006125768
1,2,9,0.8,0.8,0.7796154295636738,0.7993585805269018
2,1,1,0.2,0.2,0.19339668100690804,0.17898686497140043
2,1,1,0.2,0.2,0.21329343262717723,0.19181227004791176
2,1,1,0.2,0.2,0.2230723968623521,0.18175037915795417
2,1,1,0.2,0.2,0.2105277484270892,0.1939749172821315
2,1,1,0.2,0.2,0.21464721154380567,0.1837083389399505
2,1,2,0.5,0.2,0.492982968709996,0.20354155413828873
2,1,2,0.5,0.2,0.5135887693390024,0.19863735242475927
2,1,2,0.5,0.2,0.518893128232078,0.2104227008751969
2,1,2,0.5,0.2,0.5028311956449127,0.18712754160752784
2,1,2,0.5,0.2,0.49910176527478456,0.20569577367004438
2,1,3,0.8,0.2,0.8269222504599183,0.19023392189095326
2,1,3,0.8,0.2,0.794833974862655,0.19814866299975045
2,1,3,0.8,0.2,0.7886380041305948,0.1919669055664005
2,1,3,0.8,0.2,0.8002148849047128,0.1944536899656117
2,1,3,0.8,0.2,0.8055174567970297,0.19703029919987777
2,1,4,0.2,0.5,0.19697443951093055,0.5017147268232467
2,1,4,0.2,0.5,0.2022182048822919,0.48021740754001907
2,1,4,0.2,0.5,0.18362218913815767,0.5155468882968472
2,1,4,0.2,0.5,0.19977632638453108,0.4991933847532771
2,1,4,0.2,0.5,0.22545232024318063,0.4710949660651545
2,1,5,0.5,0.5,0.501865526727348,0.47623596377847344
2,1,5,0.5,0.5,0.511569581917495,0.49932684841799113
2,1,5,0.5,0.5,0.4942011817493367,0.487246076447308
2,1,5,0.5,0.5,0.5065513925411579,0.4767365201783342
2,1,5,0.5,0.5,0.5138991302122816,0.48860309619080294
2,1,6,0.8,0.5,0.842097110448367,0.4684521394135022
2,1,6,0.8,0.5,0.8013998375175619,0.48192421445773254
2,1,6,0.8,0.5,0.8222438359364043,0.49590615787194814
2,1,6,0.8,0.5,0.8253281991417735,0.4852880568065534
2,1,6,0.8,0.5,0.8017196115859618,0.4903220014112479
2,1,7,0.2,0.8,0.22248434459909375,0.7729315887163783
2,1,7,0.2,0.8,0.21358118359284925,0.7826527712632009
2,1,7,0.2,0.8,0.21251666550961842,0.7868334309305469
2,1,7,0.2,0.8,0.2026718562439774,0.801208333662456
2,1,7,0.2,0.8,0.21903410436401807,0.803352805946992
2,1,8,0.5,0.8,0.5179630445330241,0.8069816664419375
2,1,8,0.5,0.8,0.49266639980578636,0.7793201414104378
2,1,8,0.5,0.8,0.46632932897778157,0.7673315364400295
2,1,8,0.5,0.8,0.5041416409222244,0.7791242088605609
2,1,8,0.5,0.8,0.49737632546225424,0.8018040536751663
2,1,9,0.8,0.8,0.8153163798129556,0.7785361369676304
2,1,9,0.8,0.8,0.810616690107013,0.7933408221675369
2,1,9,0.8,0.8,0.8243641726838582,0.7834142389531281
2,1,9,0.8,0.8,0.8019991817721135,0.7893378783290217
2,1,9,0.8,0.8,0.8171982440487066,0.7751249982005735
2,2,1,0.2,0.2,0.19740065796916464,0.22106911644327487
2,2,1,0.2,0.2,0.20263393579494376,0.20000308497637675
2,2,1,0.2,0.2,0.21361826356857364,0.19338608693334905
2,2,1,0.2,0.2,0.2156429362800023,0.19270144318495017
2,2,1,0.2,0.2,0.2216953359166714,0.19856945156510486
2,2,2,0.5,0.2,0.509999720132359,0.19627870859052995
2,2,2,0.5,0.2,0.5089828941564998,0.1934884901114226
2,2,2,0.5,0.2,0.5204225023759735,0.19222501782011606
2,2,2,0.5,0.2,0.5194552564400132,0.20481209651541574
2,2,2,0.5,0.2,0.5182392777658228,0.2016175489195532
2,2,3,0.8,0.2,0.8297494077433332,0.2132537215831991
2,2,3,0.8,0.2,0.7986280771722499,0.20209605217420085
2,2,3,0.8,0.2,0.8096287609183267,0.20980321129451332
2,2,3,0.8,0.2,0.8033352746568705,0.19975688239428394
2,2,3,0.8,0.2,0.8030977242075031,0.18885157639784045
2,2,4,0.2,0.5,0.22412623595780246,0.49371302472582934
2,2,4,0.2,0.5,0.18985766436004683,0.4805903068485452
2,2,4,0.2,0.5,0.22918260021603876,0.5062381756928833
2,2,4,0.2,0.5,0.19729967435271797,0.4913148229026896
2,2,4,0.2,0.5,0.19426625050781587,0.5094800691396674
2,2,5,0.5,0.5,0.5252922952569523,0.4743285292307698
2,2,5,0.5,0.5,0.5400564615048306,0.49845777872223707
2,2,5,0.5,0.5,0.5121004332842554,0.48635045074378436
2,2,5,0.5,0.5,0.505139721372863,0.5241023123695918
2,2,5,0.5,0.5,0.4939471328942578,0.4810938309599512
2,2,6,0.8,0.5,0.8082000498543521,0.4932646043533913
2,2,6,0.8,0.5,0.8077468264478316,0.4804436246328122
2,2,6,0.8,0.5,0.805853522766683,0.49252988131191966
2,2,6,0.8,0.5,0.8060769261912253,0.5070815357887613
2,2,6,0.8,0.5,0.8013752690500247,0.5010262342998676
2,2,7,0.2,0.8,0.19371780334856892,0.8117795963110273
2,2,7,0.2,0.8,0.22946458840802667,0.7982897137794717
2,2,7,0.2,0.8,0.21492717274193407,0.7973516002122223
2,2,7,0.2,0.8,0.21942640500369842,0.767910875889138
2,2,7,0.2,0.8,0.22434258818123032,0.7971099950651189
2,2,8,0.5,0.8,0.5005945911839574,0.7548078214015401
2,2,8,0.5,0.8,0.5171574243857119,0.8231694465810022
2,2,8,0.5,0.8,0.5149649553725731,0.7975455930305828
2,2,8,0.5,0.8,0.501444159115543,0.7837096209772257
2,2,8,0.5,0.8,0.5093940849785583,0.7792595882931306
2,2,9,0.8,0.8,0.8364583058965861,0.7722632483017013
2,2,9,0.8,0.8,0.8060893951314188,0.8072771483894785
2,2,9,0.8,0.8,0.80868483192594,0.790594752107185
2,2,9,0.8,0.8,0.8023900184518566,0.798351327862906
2,2,9,0.8,0.8,0.7967505226228413,0.8037352946420838
3,1,1,0.2,0.2,0.2095643874808539,0.16610426650854734
3,1,1,0.2,0.2,0.20920496510908868,0.16803166214432425
3,1,1,0.2,0.2,0.21658818950962275,0.21903396454433824
3,1,1,0.2,0.2,0.19111191206787206,0.17555232057965986
3,1,1,0.2,0.2,0.21877605033379433,0.20790196289409557
3,1,2,0.5,0.2,0.4956409582992196,0.17578883574041157
3,1,2,0.5,0.2,0.5067891815400769,0.21548427693612057
3,1,2,0.5,0.2,0.5139452562498756,0.21375284525197907
3,1,2,0.5,0.2,0.495788796118309,0.19063677487087882
3,1,2,0.5,0.2,0.5162206428633035,0.20554574415859428
3,1,3,0.8,0.2,0.8205268961563549,0.20596650766135458
3,1,3,0.8,0.2,0.8074587491181879,0.2005793432374954
3,1,3,0.8,0.2,0.8289610295307,0.20892517470375513
3,1,3,0.8,0.2,0.8224587341132121,0.20161391789766783
3,1,3,0.8,0.2,0.7935659998628934,0.20677219979018174
3,1,4,0.2,0.5,0.21249962343562068,0.48514768580960416
3,1,4,0.2,0.5,0.20864277522974073,0.4683428542322388
3,1,4,0.2,0.5,0.2092519533557033,0.4822077254394071
3,1,4,0.2,0.5,0.21893052536332316,0.4927351141183149
3,1,4,0.2,0.5,0.2152277877239204,0.47028584809114965
3,1,5,0.5,0.5,0.49332244766911176,0.4794562114969281
3,1,5,0.5,0.5,0.5111546837657973,0.46001374578695103
3,1,5,0.5,0.5,0.5042072816162951,0.4812956837922516
3,1,5,0.5,0.5,0.5217615944208426,0.46990631415729656
3,1,5,0.5,0.5,0.5333626130783539,0.48831768590790253
3,1,6,0.8,0.5,0.8114438905766796,0.4967173062498466
3,1,6,0.8,0.5,0.81422559815618,0.48555381666483666
3,1,6,0.8,0.5,0.8105112430840711,0.48952355748481785
3,1,6,0.8,0.5,0.8071366545250841,0.4953016812294247
3,1,6,0.8,0.5,0.808889809930881,0.5054074686491026
3,1,7,0.2,0.8,0.19691326828039654,0.8049464248540326
3,1,7,0.2,0.8,0.2111927750250777,0.7614505497423648
3,1,7,0.2,0.8,0.20690657903235785,0.782510913193931
3,1,7,0.2,0.8,0.2165625664670841,0.7528764350316526
3,1,7,0.2,0.8,0.20723442525943508,0.7961198321321558
3,1,8,0.5,0.8,0.48555919654621554,0.7926235197716534
3,1,8,0.5,0.8,0.5038743140157821,0.7895391014691098
3,1,8,0.5,0.8,0.5095211498919335,0.7772174777159747
3,1,8,0.5,0.8,0.5142789974154759,0.8062182220549016
3,1,8,0.5,0.8,0.497316283383897,0.794691817881283
3,1,9,0.8,0.8,0.8172513516473321,0.7718551203791387
3,1,9,0.8,0.8,0.8091139823798559,0.7517456761823904
3,1,9,0.8,0.8,0.8042213328191723,0.7748955390232841
3,1,9,0.8,0.8,0.8290836409391643,0.8034323266882143
3,1,9,0.8,0.8,0.8045087284115257,0.7751552637852082
3,2,1,0.2,0.2,0.2050985531741133,0.1840656703937712
3,2,1,0.2,0.2,0.21343394007450014,0.18972370139389672
3,2,1,0.2,0.2,0.19323084045255148,0.1983822962686246
3,2,1,0.2,0.2,0.1973210472045584,0.21288707097725856
3,2,1,0.2,0.2,0.20801606103951908,0.17324940063469177
3,2,2,0.5,0.2,0.5173965423607969,0.1761500954510772
3,2,2,0.5,0.2,0.49382802408657045,0.18665948551655417
3,2,2,0.5,0.2,0.5146439282030754,0.17677447189910822
3,2,2,0.5,0.2,0.5128560876577128,0.17451195106125203
3,2,2,0.5,0.2,0.5241244410022623,0.18501920925865517
